"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Antigua and Barbuda","ATG","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","61.329","63.135","63.917","61.817","58.243","59.108","60.425","61.172","60.648","61.509","64.052","62.716","57.476","56.006","55.981","58.662","60.749","60.447","58.953","59.761","60.749","61.694","61.143","61.018","61.819","62.163","63.288","63.699","64.133","64.509","61.18","60.52","60.386","59.599","58.656","57.703","58.446","58.344","58.472","59.859","60.119","56.813","60.846","65.372","64.925",
"Austria","AUT","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.162","58.091","55.535","53.988","54.155","54.905","52.541","51.389","51.753","50.628","49.61","50.595","51.118","52.772","53.492","52.099","51.677","52.681","52.588","52.099","51.073","50.325","50.185","49.454","50.461","50.605","49.811","48.994","50.769","51.795",
"Azerbaijan","AZE","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.52","34.12","31.02","30.46","28.38","","","","","","","","","","","","","",
"Burundi","BDI","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.468","","","","","","","","51.347","","","51.33","","","55.447","","","",
"Belgium","BEL","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","33.381","31.593","32.36","33.716","32.618","30.869","30.418","30.402","31.382","31.427","28.057","27.505","26.591","26.058","25.224","25.982","25.451","30.283","28.457","28.538","27.146","28.071","27.494","27.579","27.486","27.4","25.324","25.228","25.991","25.262","23.644","23.181","23.362","22.732","22.677","24.964","26.57","24.073","24.748","25.97","26.495",
"Benin","BEN","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.61","40.617","","","","","","","","47.072","","","50.342","",
"Burkina Faso","BFA","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.43","","","","","","","","47.152","","","","23.343","63.134","","","54.137","25.45",
"Bangladesh","BGD","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.077","","","","43.514","","","40.932","","","38.04","35.3","","","","","46.576","",
"Bulgaria","BGR","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.451","21.056","20.501","21.316","22.283","21.641","23.234","24.526","26.297","24.765","24.33","22.082","21.884","21.237","20.744","20.341","19.773","22.899","20.685","21.785","18.776","16.816","19.85","18.776",
"Bahrain","BHR","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.31","","","","","","","","","","33.2","","","","","","","","","38.96","37.13","","","","41.83","","","","","","","","",
"Bahamas, The","BHS","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.895","","","","79.588",
"Bosnia and Herzegovina","BIH","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.761","","","","","12.474","13.746","17.24","16.553","13.821","13.145","10.789","11.495","10.83","12.097","13.801","17.443","19.647","23.093","21.025","21.322","19.973","18.869",
"Belarus","BLR","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.2","","","","","","","42.72","43.866","41.073","40.247","39.371","38.096","37.656","34.943",
"Belize","BLZ","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.87","38.273","39.221","38.566","38.823","39.744","","43.599","","","","",
"Bermuda","BMU","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.323","","38.067","","","","","","","50.282","","","","","","44.637","50.142","","48.171","48.103","","49.83","43.342","43.518","48.968","41.007","40.572","41.553","46.191","49.909","41.712","56.91","57.758","57.696",
"Brazil","BRA","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.554","59.753","","59.188","","","56.43","53.51","52.849","51.114","50.61","","50.388","51.192","50.364","51.991","52.291","52.108","52.541","52.918","51.097","","49.633","48.082","47.213","46.602","44.295","40.578","40.088","40.516","41.638","35.897","39.313","44.692","44.673",
"Barbados","BRB","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.92","30.67","29.996","32.096","30.389","33.322","32.843","","","","",
"Brunei Darussalam","BRN","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.276","","","27.94","28.514","31.282","30.827","32","30.729","29.193",
"Bhutan","BTN","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.31","36.73","34.49","30.08","","24.39","26.45","","","22.009","23.445","21.045","21.615","20.94","26.436",
"Botswana","BWA","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.347","","","","","","","","","","28.168","","","26.19","24.6","","","26.92","","","","","","22.978","21.825","20.898","21.649","22.908",
"Central African Republic","CAF","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","55.678","55.692","56.421","58.886","59.769","60.404","55.041","54.596","56.163","57.78","59.522","61.018","62.475","63.372","61.283","57.331","54.761","53.353","53.757","53.789","52.652","51.475","52.45","54.542","56.231","56.339","57.466","58.155","57.853","57.703","59.347","60.489","60.497","56.418","56.015","56.469","55.902","56.659","56.738","57.119","56.61","57.937","57.893","58.701","49.693","55.493","58.703","57.976",
"Central Europe and the Baltics","CEB","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2674352838895","33.172791116261","30.5725708665316","28.9472717437418","26.9684651349031","24.9872350258727","24.1368641535845","23.965627542455","23.41728311903","24.789172168404","26.0783724881741","26.7175117708423","25.2620044313996","24.5166216165467","23.4255447002879","23.3871813000515","23.2014088736795","24.5955565726994","25.5618815691808","26.6812799018215","28.1444015189026","28.5562648807583","28.6796159099175","26.2961264330774","25.0554466562164","25.5349268882168","25.3636744232946",
"Switzerland","CHE","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.384","66.498","65.299","61.481","60.873","63.338","62.944","63.337","64.723","65.001","63.954","65.395","63.46","61.888","59.903","63.333","62.6","62.421","61.586","62.514","63.259","61.954","62.064","62.065","61.565","62.488","63.13","62.587","61.158","59.418","60.51","61.622","61.528",
"Channel Islands","CHI","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.626","","36.334","","34.542","","35.202","34.836","33.433","30.097","28.959","27.97","27.234","27.196","27.496","27.713","28.461","28.983","30.157","28.302","30.602","31.795","31.219","30.612","30.687","30.593","29.684","29.035","28.291","26.555","20.101","21.337","24.249","23.57",
"China","CHN","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.825","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.017","47.566","","","47.04","27.636","","41.901","","","35.539","",
"Cameroon","CMR","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.125","","","53.29","","","","45.466","","","","","","","32.705","","",
"Congo, Dem. Rep.","COD","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.021","","","","","","","32.822","","","","","","","","42.913","","","",
"Congo, Rep.","COG","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.482","","","","43.417","","","","","","","","","","","","","","",
"Colombia","COL","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.367","41.095","42.394","40.384","40.569","","37.975","37.306","39.86","39.942","41.464","42.799","42.315","42.133","42.496","40.913","40.135","38.756","37.087","34.2","36.452","35.124","36.06",
"Comoros","COM","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.136","","","","","","","","","","11.82","","","","","","","20.823","","",
"Cabo Verde","CPV","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.134","","","","","","17.435","","24.17","23.55","23.85","","","","",
"Costa Rica","CRI","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.476","42.738","43.2","40.856","41.586","42.602","45.9","43.691","38.884","37.067","34.063","37.398","37.583","36.691","35.657","33.554","33.917","34.27","31.24","26.317","27.784","29.91","28.738",
"Caribbean small states","CSS","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.9620012312724","","","","",
"Cuba","CUB","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.96","","23.39","16.7","20.19","","","21.11","","17.4","","","",
"Cayman Islands","CYM","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.44","50.48","48.53","50","","","41.31","45.77","41.77","39.29","47.74","","","","","","","","",
"Cyprus","CYP","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.991","36.684","38.97","36.66","37.498","37.28","36.668","37.367","37.426","37.955","34.779","33.819","30.148","28.131","23.452","25.822","25.482","26.379","27.58","31.295","32.379","31.309","34.769","34.449","36.476",
"Czechia","CZE","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.803","47.57","46.659","45.908","44.289","42.955","40.063","38.27","35.983","33.656","31.428","28.535","27.338","27.673","28.492","28.068","26.544","25.217","24.519","25.168","25.563","27.093","28.386","28.62","29.136","28.361","28.041","25.133","24.836","25.808","25.476",
"Germany","DEU","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","45.056","51.273","52.61","54.658","55.015","56.453","56.227","57.892","57.122","54.818","51.907","49.986","48.023","45.522","44.366","45.108","46.248","46.098","46.462","45.365","44.003","41.29","42.019","44.002","45.346","46.562","46.05","46.126","47.074","46.438","47.023","46.266","45.339","45.699","46.608","47.142","48.356","46.885","49.253","50.178","50.831",
"Djibouti","DJI","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.985","","","","","","",
"Dominica","DMA","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","52.952","63.73","66.882","69.098","68.813","69.482","66.681","65.009","64.746","63.128","60.226","62.066","65.947","65.953","68.229","66.425","66.041","67.057","61.668","63.95","59.392","61.259","62.266","64.565","65.298","62.506","58.713","53.996","52.997","51.345","49.516","49.977","51.337","52.288","52.889","53.735","54.98","53.227","53.866","56.142","57.04",
"Dominican Republic","DOM","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.561","37.724","38.269","35.563","36.327","35.543","36.62","36.369","37.549","32.728","34.399","34.898","35.035","33.899","35.379","36.77","37.232","37.718","37.976","38.197","33.335","37.778","39.817","41.973",
"Algeria","DZA","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.25","22.12","20.77","","","19.4","17.675","18.283","19.5","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.3834663658429","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4230718551421","","","","","34.9779082741937","","32.8544558202129","","","","","","26.85719866681","28.170715194466","25.9675865830735","29.0842027658238","29.0969531764952","",
"East Asia & Pacific","EAS","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.5899225054077","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0287598671234","32.4657667632346","31.9187302776388","29.0824559762826","","","",
"Europe & Central Asia","ECS","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.0645997192041","40.0957916636027","39.1350130014627","38.0719784270872","37.1435272183595","35.9041632073733","35.5812175084264","36.8421206488256","36.7442641488746","36.1778489972094","35.8272488042523","34.7192989075655","34.4291536677573","34.084504772304","34.3297542013744","34.8106059466978","35.3818801047846","33.3182691606684","33.0920869399161","33.2886250387484","32.3760833458333","32.5368797273324","32.5190286972562","32.9859724070211","33.2109539109798","33.4635058646788","33.7914004845582","33.7902886514587","31.5152223844583","32.6282433115136","34.4445234953717","35.00802087208",
"Ecuador","ECU","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.772","54.252","","46.977","48.434","48.303","49.986","47.264","46.072","42.928","40.479","37.939","39.213","37.618","36.517","38.998","40.171","41.415","40.5","40.108","35.296","41.39","41.523","40.01",
"Egypt, Arab Rep.","EGY","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.603","26.587","26.292","23.667","22.011","22.708","22.896","21.924","21.673","20.384","18.39","18.41","18.801","19.863","18.324","",
"Euro area","EMU","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","40.5403288482671","41.6554724945855","41.3772212924754","39.9679476964245","40.622210478011","40.7860018069973","41.1639092665997","41.8754847877332","40.5421567033873","38.4396683859536","35.4788167633013","34.288636326023","33.4970910780791","32.5186612702616","32.4426809919872","33.7067566844314","34.9852133110529","36.1012849909881","36.6248946839748","36.4145753066899","35.9962414873047","35.3886976973183","34.8702251081462","35.553574673837","36.5217955677871","36.3777403608747","33.7787073198036","32.6110131678645","32.0085713636119","30.8520440326096","30.6356184975012","30.2711024913139","30.4447843931118","30.9793822832659","31.9286615624644","32.8182782916229","33.3806536186951","31.3071552372473","33.6393909976499","35.6371056171627","36.2063514808463",
"Eritrea","ERI","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","24.95","27.928","29.254","31.282","32.062","31.519","29.784","24.866","23.805","24.175","23.611","24.827","26.507","29.778","32.225","33.61","34.251","34.488","34.807","38.511","39.731","39.233","36.05","28.082","25.019","22.006","18.371","16.853","16.796","17.941","18.389","20.493","21.672","22.271","18.492","20.57","22.987","23.604",
"Estonia","EST","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.724","50.068","47.158","45.034","47.211","42.278","39.539","36.007","34.889","28.851","29.585","27.552","25.405","28.837","29.644","30.716","31.397","34.106","35.934","28.343","25.338","31.078","32.272","32.374","33.335","34.99","36.395","38.649","40.628","38.369","34.211","33.549","36.506","36.081",
"Ethiopia","ETH","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.509","","","","","","72.804","","","","","","","","72.251","","","","","","","","50.769","","",
"European Union","EUU","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.1133519516596","41.2879661021187","41.6110659134097","42.8863983507237","41.4640646300428","38.3328747617361","35.5499064848328","34.4241424811868","33.6406809544618","32.7129922661438","32.9662927649956","33.9195497979073","34.2736107602855","34.6590777296519","34.6608039468478","33.9496019338418","33.3705765356988","32.8646896758521","32.3569401600143","33.3047570292416","34.390425061566","34.4931415011992","32.295831177971","31.3434142579319","30.7177275648535","29.857504335937","29.6960154068415","29.726013620993","30.1286568328005","30.7608750592784","31.8094372253963","32.5898691957646","33.0966784658882","30.9478995478946","32.5634970599104","34.2333452799901","34.6266548406548",
"Fragile and conflict affected situations","FCS","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.231","48.602","39.531","34.385","31.854","29.187","27.731","31.282","32.517","44.999","45.374","46.168","44.755","44.316","43.307","43.976","44.98","44.435","44.648","39.63","38.695","40.463","41.708","41.5","41.162","40.561","41.67","42.384","43.883","44.183","40.875","43.839","46.278","45.888",
"Fiji","FJI","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.242","","","","","","33.356","","","31.17","","33.353","","","","","","","",
"France","FRA","Employment to population ratio, ages 15-24, total (%) (national estimate)","SL.EMP.1524.SP.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","42.677","39.233","38.171","39.021","37.965","36.137","36.405","35.742","32.037","30.918","28.323","25.917","25.877","25.331","24.099","25.063","26.385","28.162","29.314","29.903","30.735","29.445","26.803","26.427","27.804","28.033","27.011","26.725","26.133","25.014","26.623","25.755","25.969","26.099","26.994","28.121","27.863","26.882","30.562","33.049","33.5",
